feature,face1,face2,diff
border_cohesion,1.0,1.0,0.0
color_consistency,14.292613209495258,14.258821303675463,0.033791905819795076
depth_variance,2494.252914935391,2501.9043889251734,-7.651473989782517
structural_entropy,7.1407904624938965,7.183432579040527,-0.04264211654663086
high_frequency_content,222.47670624095267,226.75824000269466,-4.281533761741997
border_color_density_cohesion,135.89984416587757,126.72870081735138,9.171143348526186
texture_variation,137.2497258892154,52.697748012220245,84.55197787699515
multiscale_complexity,1.9120203695702467,1.75272914160668,0.15929122796356676
point_count,91204.0,100489.0,-9285.0
frequency_std,26.640779021997805,22.938778742564896,3.7020002794329088
blur_consistency,433.18558850950114,217.33422021648718,215.85136829301396
focus_measure,258.4544188775292,133.8741000708389,124.58031880669029
laplacian_variance,258.4544188775292,133.8741000708389,124.58031880669029
