feature,face1,face2,diff
high_frequency_content,221.9677610138033,222.0395888630153,-0.07182784921198504
structural_entropy,7.3466386795043945,7.330970764160156,0.01566791534423828
frequency_std,30.641471532447774,30.074156296182753,0.5673152362650207
border_color_density_cohesion,189.9297337464231,194.53524796445146,-4.605514218028361
texture_variation,748.5868650376673,724.2321110715557,24.354753966111616
depth_variance,6094.99489384574,6490.593904985007,-395.5990111392666
color_consistency,13.834146511662567,12.664383685398537,1.16976282626403
multiscale_complexity,6.139214931861068,5.2685613777708475,0.8706535540902207
focus_measure,40.50899714002707,31.120254829372264,9.388742310654806
laplacian_variance,40.50899714002707,31.120254829372264,9.388742310654806
point_count,3721.0,2809.0,912.0
blur_consistency,5.444301099385704,3.8459371897913086,1.5983639095943958
cluster_coherence,0.6566804754651556,0.7065396707754855,-0.049859195310329896
