feature,face1,face2,diff
frequency_std,30.984424923213066,30.942150413482956,0.0422745097301096
structural_entropy,7.242273330688477,7.225653171539307,0.016620159149169922
high_frequency_content,222.06088511756113,218.76137264112592,3.2995124764352113
color_consistency,21.981730200377164,21.63989019724317,0.34184000313399565
texture_variation,645.2699999583507,664.4559220217874,-19.185922063436692
multiscale_complexity,5.469867751259828,5.287262895851047,0.18260485540878157
border_color_density_cohesion,191.9447474626001,185.2665298039368,6.6782176586633
laplacian_variance,40.61479409035297,39.09219705783894,1.5225970325140352
focus_measure,40.61479409035297,39.09219705783894,1.5225970325140352
depth_variance,3609.4842263640153,3351.5365523926125,257.94767397140276
point_count,4900.0,4356.0,544.0
blur_consistency,9.50441231540861,11.05242889937587,-1.5480165839672608
cluster_coherence,0.8252592155699239,0.8251814444697175,7.777110020634748e-05
