source_file,image,verdict,winner,advantage_score,confidence,corrected_verdict,corrected_winner,corrected_advantage,corrected_confidence,weighted_score,random_forest,xgboost,svm,statistical,method_consistency,feature_agreement,prediction_strength,feature_quality
df51_summary,df51,Face 2 (Right) is more authentic,Face 2,0.248232106,28.13634992,Face 2 (Right) is more authentic,Face 2,0.011785302,38.5453631,-0.14239575,-0.028,0,0.016083531,-0.093919888,-0.019329244,0.211538462,0.014019958,0.2
df12_summary,df12,Face 1 (Left) is more authentic,Face 1,0.275055413,27.63984576,Face 1 (Left) is more authentic,Face 1,0.056483282,52.65860366,0.172290338,-0.028,0,0.016083531,0.114681543,-0.043561739,0.230769231,0.016552771,0.2
df20_summary,df20,Face 1 (Left) is more authentic,Face 1,0.334510609,23.98441954,Face 2 (Right) is more authentic,Face 2,0.01216964,51.53179479,0.230830662,-0.028,0,0.016083531,0.115596416,-0.06564815,0.230769231,0.01952553,0.2
df13_summary,df13,Face 1 (Left) is more authentic,Face 1,0.24227803,22.85826133,Face 1 (Left) is more authentic,Face 1,0.040798659,48.33621855,0.161338725,-0.028,0,0.016083531,0.092855774,-0.048085552,0.211538462,0.014913902,0.2
df05_summary,df05,Face 1 (Left) is more authentic,Face 1,0.139154594,20.8621548,Face 1 (Left) is more authentic,Face 1,0.029753485,61.46521903,0.035237754,-0.028,0,0.016083531,0.115833309,-0.073852407,0.230769231,0.00975773,0.2
df11_summary,df11,Face 1 (Left) is more authentic,Face 1,0.115403068,20.82664975,Face 1 (Left) is more authentic,Face 1,0.160617848,46.50461477,0.06454302,-0.028,0,0.016083531,0.062776517,-0.015187712,0.173076923,0.008570153,0.2
df18_summary,df18,Face 1 (Left) is more authentic,Face 1,0.281029779,20.70635748,Face 1 (Left) is more authentic,Face 1,0.056581215,51.19703449,0.196689179,-0.028,0,0.016083531,0.096257069,-0.062661668,0.211538462,0.016851489,0.2
df16_summary,df16,Face 1 (Left) is more authentic,Face 1,0.079112083,20.66081318,Face 1 (Left) is more authentic,Face 1,0.003962598,46.18561554,0.039371218,-0.028,0,0.016083531,0.051657334,-0.014381861,0.173076923,0.006755604,0.2
df24_summary,df24,Face 1 (Left) is more authentic,Face 1,0.143659671,19.19462402,Face 1 (Left) is more authentic,Face 1,0.047643847,59.12544145,0.092686812,-0.028,0,0.016083531,0.062889328,-0.026801232,0.173076923,0.009982984,0.2
df26_summary,df26,Face 1 (Left) is more authentic,Face 1,0.106212483,17.70942081,Face 1 (Left) is more authentic,Face 1,0.209506096,55.59619974,0.024545004,-0.028,0,0.016083531,0.093583948,-0.073265074,0.211538462,0.008110624,0.2
df33_summary,df33,Face 1 (Left) is more authentic,Face 1,0.104637728,17.57352678,Face 2 (Right) is more authentic,Face 2,0.012153657,34.31827602,0.06521741,-0.028,0,0.016083531,0.051336787,-0.016429346,0.153846154,0.008031886,0.2
df50_summary,df50,Face 2 (Right) is more authentic,Face 2,0.047039596,17.0662909,Face 2 (Right) is more authentic,Face 2,0.010482042,40.75144957,-0.015316317,-0.028,0,0.016083531,-0.01980681,0.003330645,0.134615385,0.003960333,0.2
df48_summary,df48,Face 1 (Left) is more authentic,Face 1,0.03981699,16.28473395,Face 1 (Left) is more authentic,Face 1,0.074382115,53.26154084,0.020562501,-0.028,0,0.016083531,0.031170958,-0.022356328,0.153846154,0.004790849,0.2
df17_summary,df17,Face 1 (Left) is more authentic,Face 1,0.510676937,16.21840657,Face 1 (Left) is more authentic,Face 1,0.054150474,54.96968242,0.406959807,-0.028,0,0.016083531,0.115633599,-0.123309731,0.230769231,0.028333847,0.2
df14_summary,df14,Face 1 (Left) is more authentic,Face 1,0.360896392,15.6946003,Face 1 (Left) is more authentic,Face 1,0.104262563,58.1493825,0.279845593,-0.028,0,0.016083531,0.092967268,-0.1004962,0.211538462,0.02084482,0.2
df42_summary,df42,Face 1 (Left) is more authentic,Face 1,0.119094593,14.60394237,Face 1 (Left) is more authentic,Face 1,0.040119252,50.95871809,0.088427903,-0.028,0,0.016083531,0.042583159,-0.039201725,0.153846154,0.00875473,0.2
df02_summary,df02,Face 2 (Right) is more authentic,Face 2,0.090278669,14.05851021,Face 2 (Right) is more authentic,Face 2,0.008767772,39.59646771,-0.005160413,-0.028,0,0.016083531,-0.073201786,-0.079473858,0.192307692,0.006122287,0.2
df35_summary,df35,Face 1 (Left) is more authentic,Face 1,0.278568628,13.92699433,Face 1 (Left) is more authentic,Face 1,0.024301157,52.10263498,0.217176371,-0.028,0,0.016083531,0.073308726,-0.091172808,0.192307692,0.016728431,0.2
df25_summary,df25,Face 1 (Left) is more authentic,Face 1,0.414412396,13.92433445,Face 1 (Left) is more authentic,Face 1,0.17432813,56.09305582,0.331541302,-0.028,0,0.016083531,0.094787563,-0.117217957,0.211538462,0.02352062,0.2
df31_summary,df31,Face 1 (Left) is more authentic,Face 1,0.32106451,13.50739294,Face 1 (Left) is more authentic,Face 1,0.056563573,48.29032456,0.249835889,-0.028,0,0.016083531,0.08314509,-0.096843096,0.192307692,0.018853226,0.2
df45_summary,df45,Face 2 (Right) is more authentic,Face 2,0.282461424,12.98149696,Face 2 (Right) is more authentic,Face 2,0.075149841,42.43070484,-0.205722586,-0.028,0,0.016083531,-0.064822369,-0.079067922,0.173076923,0.015731424,0.2
df22_summary,df22,Face 1 (Left) is more authentic,Face 1,0.312566038,12.26581727,Face 1 (Left) is more authentic,Face 1,0.181695242,60.18606925,0.251616912,-0.028,0,0.016083531,0.072865595,-0.107485522,0.192307692,0.018428302,0.2
df10_summary,df10,Face 1 (Left) is more authentic,Face 1,0.325748046,11.83547106,Face 1 (Left) is more authentic,Face 1,0.003428691,48.6190063,0.264218617,-0.028,0,0.016083531,0.073445898,-0.112205462,0.192307692,0.019087402,0.2
df06_summary,df06,Face 1 (Left) is more authentic,Face 1,0.997053779,10.62890362,Face 1 (Left) is more authentic,Face 1,0.093624177,60.73323307,0.889102791,-0.028,0,0.016083531,0.119867457,-0.196343947,0.230769231,0.052652689,0.2
df34_summary,df34,Face 1 (Left) is more authentic,Face 1,0.131235148,10.62866371,Face 1 (Left) is more authentic,Face 1,0.015232741,51.2429923,0.111433346,-0.028,0,0.016083531,0.031718271,-0.076132464,0.153846154,0.009361757,0.2
df28_summary,df28,Face 1 (Left) is more authentic,Face 1,0.235611618,10.36263717,Face 1 (Left) is more authentic,Face 1,0.004796383,52.59642491,0.195103541,-0.028,0,0.016083531,0.052424545,-0.103414051,0.173076923,0.014580581,0.2
df07_summary,df07,Face 1 (Left) is more authentic,Face 1,0.431771692,10.10655013,Face 1 (Left) is more authentic,Face 1,0.117583735,57.02194303,0.359629415,-0.028,0,0.016083531,0.084058746,-0.135240411,0.192307692,0.024388585,0.2
df15_summary,df15,Face 1 (Left) is more authentic,Face 1,0.0148408,9.736004006,Face 1 (Left) is more authentic,Face 1,0.01737405,47.31207539,0.006467787,-0.028,0,0.016083531,0.020289482,-0.060848214,0.134615385,0.00354204,0.2
df32_summary,df32,Face 1 (Left) is more authentic,Face 1,0.308406292,9.248929375,Face 1 (Left) is more authentic,Face 1,0.054184673,50.27302244,0.256718901,-0.028,0,0.016083531,0.063603859,-0.119658485,0.173076923,0.018220315,0.2
df27_summary,df27,Face 1 (Left) is more authentic,Face 1,0.27615642,8.780829107,Face 1 (Left) is more authentic,Face 1,0.059469738,53.37699459,0.235529486,-0.028,0,0.016083531,0.052543403,-0.123754169,0.173076923,0.016607821,0.2
df29_summary,df29,Face 2 (Right) is more authentic,Face 2,0.008416135,8.203980107,Face 2 (Right) is more authentic,Face 2,0.158319406,39.03165857,0.013293724,-0.028,0,0.016083531,-0.00979339,-0.0602381,0.115384615,0.003358532,0.2
df30_summary,df30,Face 1 (Left) is more authentic,Face 1,0.208375226,8.013754109,Face 1 (Left) is more authentic,Face 1,0.050896397,49.95398358,0.179530585,-0.028,0,0.016083531,0.040761109,-0.111112889,0.153846154,0.013218761,0.2
df21_summary,df21,Face 1 (Left) is more authentic,Face 1,0.07266166,7.874704467,Face 1 (Left) is more authentic,Face 1,0.015658578,49.97531331,0.073481371,-0.028,0,0.016083531,0.011096757,-0.086997858,0.134615385,0.006433083,0.2
df09_summary,df09,Face 1 (Left) is more authentic,Face 1,0.11796071,7.4555008,Face 1 (Left) is more authentic,Face 1,0.140580222,50.76948776,0.108578015,-0.028,0,0.016083531,0.021299164,-0.095187168,0.134615385,0.008698035,0.2
df23_summary,df23,Face 1 (Left) is more authentic,Face 1,0.552677958,7.313652048,Face 1 (Left) is more authentic,Face 1,0.005348897,46.34880778,0.491757506,-0.028,0,0.016083531,0.072836921,-0.176689435,0.192307692,0.030433898,0.2
df04_summary,df04,Face 1 (Left) is more authentic,Face 1,0.340582634,7.296918471,Face 1 (Left) is more authentic,Face 1,0.008185306,42.86843145,0.298509281,-0.028,0,0.016083531,0.053989821,-0.147101013,0.173076923,0.019829132,0.2
df19_summary,df19,Face 2 (Right) is more authentic,Face 2,0.008127447,6.472095193,Face 2 (Right) is more authentic,Face 2,0.065709244,45.05432026,-0.036152147,-0.028,0,0.016083531,0.039941169,-0.050007914,0.076923077,0.006008842,0.2
df46_summary,df46,Face 1 (Left) is more authentic,Face 1,0.012734328,6.39589021,Face 1 (Left) is more authentic,Face 1,0.034332632,44.98907748,-0.006749017,-0.028,0,0.016083531,0.031399814,-0.06860733,0.096153846,0.004111618,0.2
df01_summary,df01,Face 1 (Left) is more authentic,Face 1,0.495616666,5.397675594,Face 1 (Left) is more authentic,Face 1,0.223483853,60.40719695,0.453363246,-0.028,0,0.016083531,0.054169889,-0.18702912,0.173076923,0.027580833,0.2
df40_summary,df40,Face 1 (Left) is more authentic,Face 1,0.331654118,5.374864811,Face 1 (Left) is more authentic,Face 1,0.115224038,54.30385267,0.299483241,-0.028,0,0.016083531,0.044087346,-0.160047832,0.153846154,0.019382706,0.2
df36_summary,df36,Face 2 (Right) is more authentic,Face 2,0.127263897,4.272961385,Face 1 (Left) is more authentic,Face 1,0.000492675,49.85613054,-0.113337104,-0.028,0,0.016083531,-0.002010324,-0.134275531,0.115384615,0.007971548,0.2
df38_summary,df38,Face 1 (Left) is more authentic,Face 1,0.044729889,4.04997043,Face 1 (Left) is more authentic,Face 1,0.017184514,48.27191716,0.110167621,-0.028,0,0.016083531,-0.053521263,-0.103823493,0.076923077,0.010388621,0.2
